MemberID,Order,Date,ItemName
M09736,6624000,08/06/2014 08:14,Sunflower Oils
M09736,6624000,08/06/2014 08:14,Other Rice Products
M09736,6624000,08/06/2014 08:14,Namkeen
M09736,6624000,08/06/2014 08:14,Banana
M09736,6624000,08/06/2014 08:14,Sugar Cubes
M09736,6638454,08/10/2014 09:40,Other Rice Products
M09736,6638454,08/10/2014 09:40,Namkeen
M09736,6638454,08/10/2014 09:40,Root Vegetables
M09736,6638454,08/10/2014 09:40,Beans
M09736,6638454,08/10/2014 09:40,Sugar
M09736,6638454,08/10/2014 09:40,Boiled Rice
M09736,6638454,08/10/2014 09:40,Banana
M09736,6638454,08/10/2014 09:40,Urad Dal
M09736,6656240,28-07-2014 18:21,Raisins
M09736,6656240,28-07-2014 18:21,Shoe Polish
M09736,6656240,28-07-2014 18:21,Banana
M09736,6656240,28-07-2014 18:21,Namkeen
M09736,6656240,28-07-2014 18:21,Cashews
M09736,6656240,28-07-2014 18:21,Other Vegetables
M09736,6656240,28-07-2014 18:21,Beans
M09736,6656240,28-07-2014 18:21,Liquid Soaps & Bars
M09736,6656240,28-07-2014 18:21,Whole Spices
M09736,6672349,08/01/2014 22:42,Sugar
M09736,6672349,08/01/2014 22:42,Other Dals
M09736,6672349,08/01/2014 22:42,Whole Spices
M09736,6672349,08/01/2014 22:42,Urad Dal
M09736,6672349,08/01/2014 22:42,Sugar Cubes
M09736,6672349,08/01/2014 22:42,Namkeen
M09736,6672349,08/01/2014 22:42,Toor Dal
M09736,6672349,08/01/2014 22:42,Boiled Rice
M09736,6672349,08/01/2014 22:42,Whole Spices
M09736,6672349,08/01/2014 22:42,Cream Biscuits
M09736,6672349,08/01/2014 22:42,Other Vegetables
M09736,6672349,08/01/2014 22:42,Whole Spices
M09736,6672349,08/01/2014 22:42,Jaggery
M09736,6672349,08/01/2014 22:42,Beans
M09736,6687487,18-07-2014 18:10,Cookies
M09736,6687487,18-07-2014 18:10,Namkeen
M09736,6687487,18-07-2014 18:10,Sugar
M09736,6687487,18-07-2014 18:10,Banana
M09736,6687487,18-07-2014 18:10,Namkeen
M09736,6687487,18-07-2014 18:10,Other Dals
M09736,6687487,18-07-2014 18:10,Other Dals
M09736,6704782,23-07-2014 18:55,Sugar Cubes
M09736,6704782,23-07-2014 18:55,Namkeen
M09736,6704782,23-07-2014 18:55,Urad Dal
M09736,6704782,23-07-2014 18:55,Other Rice Products
M09736,6704782,23-07-2014 18:55,Other Dals
M09736,6704782,23-07-2014 18:55,Boiled Rice
M09736,6704782,23-07-2014 18:55,Sugar
M09736,6704782,23-07-2014 18:55,Toor Dal
M09736,6704782,23-07-2014 18:55,Other Rice Products
M09736,6704782,23-07-2014 18:55,Soya Products
M09736,6723554,07/09/2014 23:00,Banana
M09736,6723554,07/09/2014 23:00,Mosquito Repellent
M09736,6734605,13-07-2014 08:35,Beans
M09736,6734605,13-07-2014 08:35,Urad Dal
M09736,6734605,13-07-2014 08:35,Other Vegetables
M09736,6734605,13-07-2014 08:35,Root Vegetables
M09736,6734605,13-07-2014 08:35,Sugar
M09736,6734605,13-07-2014 08:35,Organic F&V
M09736,6734605,13-07-2014 08:35,Root Vegetables
M09736,6734605,13-07-2014 08:35,Soya Products
M09736,6734605,13-07-2014 08:35,Snacky Nuts
M09736,6734605,13-07-2014 08:35,Other Dals
M09736,6734605,13-07-2014 08:35,Cashews
M09736,6734605,13-07-2014 08:35,Toor Dal
M09736,6734605,13-07-2014 08:35,Beans
M09736,6734605,13-07-2014 08:35,Other Dals
M09736,6743451,15-07-2014 22:04,Other Rice Products
M09736,6743451,15-07-2014 22:04,Whole Spices
M09736,6743451,15-07-2014 22:04,Whole Spices
M09736,6759502,07/01/2014 17:55,Whole Spices
M09736,6759502,07/01/2014 17:55,Whole Spices
M09736,6774006,07/05/2014 19:18,Urad Dal
M09736,6774006,07/05/2014 19:18,Liquid Soaps & Bars
M09736,6774006,07/05/2014 19:18,Other Rice Products
M09736,6774006,07/05/2014 19:18,Avalakki / Poha
M09736,6774006,07/05/2014 19:18,Whole Spices
M09736,6774006,07/05/2014 19:18,Sugar
M09736,6774006,07/05/2014 19:18,Besan
M09736,6774006,07/05/2014 19:18,Boiled Rice
M09736,6774006,07/05/2014 19:18,Other Dals
M09736,6774006,07/05/2014 19:18,Raw Rice
M09736,6774006,07/05/2014 19:18,Snacky Nuts
M09736,6774006,07/05/2014 19:18,Other Rice Products
M09736,6774006,07/05/2014 19:18,Banana
M09736,6774006,07/05/2014 19:18,Other Dals
M09736,6774006,07/05/2014 19:18,Other Vegetables
M09736,6786934,19-06-2014 19:34,Whole Spices
M09736,6786934,19-06-2014 19:34,Banana
M09736,6794402,22-06-2014 12:24,Other Vegetables
M09736,6794402,22-06-2014 12:24,Washing Bars
M09736,6794402,22-06-2014 12:24,Urad Dal
M09736,6794402,22-06-2014 12:24,Cashews
M09736,6794402,22-06-2014 12:24,Powdered Spices
M09736,6794402,22-06-2014 12:24,Other Rice Products
M09736,6794402,22-06-2014 12:24,Moong Dal
M09736,6794402,22-06-2014 12:24,Snacky Nuts
M09736,6794402,22-06-2014 12:24,Moong Dal
M09736,6794402,22-06-2014 12:24,Other Dals
M09736,6794402,22-06-2014 12:24,Raisins
M09736,6794402,22-06-2014 12:24,Root Vegetables
M09736,6794402,22-06-2014 12:24,Boiled Rice
M09736,6794402,22-06-2014 12:24,Eggs
M09736,6794402,22-06-2014 12:24,Sugar
M09736,6794402,22-06-2014 12:24,Beans
M09736,6794402,22-06-2014 12:24,Almonds
M09736,6794402,22-06-2014 12:24,Banana
M09736,6811376,27-06-2014 20:15,Cookies
M09736,6811376,27-06-2014 20:15,Jaggery
M09736,6811376,27-06-2014 20:15,Namkeen
M09736,6811376,27-06-2014 20:15,Toor Dal
M09736,6811376,27-06-2014 20:15,Eggs
M09736,6811376,27-06-2014 20:15,Root Vegetables
M09736,6811376,27-06-2014 20:15,Sugar Cubes
M09736,6811376,27-06-2014 20:15,Banana
M09736,6811376,27-06-2014 20:15,Snacky Nuts
M09736,6811376,27-06-2014 20:15,Root Vegetables
M09736,6811376,27-06-2014 20:15,Beans
M09736,6811376,27-06-2014 20:15,Raisins
M09736,7874962,06/11/2014 10:38,Other Dals
M09736,7874962,06/11/2014 10:38,Toor Dal
M09736,7874962,06/11/2014 10:38,Other Vegetables
M09736,7874962,06/11/2014 10:38,Banana
M09736,7874962,06/11/2014 10:38,Namkeen
M09736,7874962,06/11/2014 10:38,Liquid Soaps & Bars
M09736,7874962,06/11/2014 10:38,Whole Spices
M09736,7874962,06/11/2014 10:38,Beans
M09736,7874962,06/11/2014 10:38,Root Vegetables
M09736,7874962,06/11/2014 10:38,Root Vegetables
M09736,7874962,06/11/2014 10:38,Beans
M09736,7874962,06/11/2014 10:38,Sugar
M09736,7887787,15-06-2014 08:44,Snacky Nuts
M09736,7887787,15-06-2014 08:44,Sugar
M09736,7887787,15-06-2014 08:44,Corn Snacks
M09736,7887787,15-06-2014 08:44,Boiled Rice
M09736,7887787,15-06-2014 08:44,Banana
M09736,7931131,17-05-2014 12:50,Whole Spices
M09736,7931131,17-05-2014 12:50,Other Rice Products
M09736,7931131,17-05-2014 12:50,Whole Spices
M09736,7931131,17-05-2014 12:50,Cashews
M09736,7931131,17-05-2014 12:50,Beans
M09736,7931131,17-05-2014 12:50,Sunflower Oils
M09736,7931131,17-05-2014 12:50,Root Vegetables
M09736,7931131,17-05-2014 12:50,Almonds
M09736,7931131,17-05-2014 12:50,Root Vegetables
M09736,7931131,17-05-2014 12:50,Banana
M09736,7931131,17-05-2014 12:50,Namkeen
M09736,7931131,17-05-2014 12:50,Snacky Nuts
M09736,7931131,17-05-2014 12:50,Other Vegetables
M09736,7931131,17-05-2014 12:50,Soya Products
M09736,7931131,17-05-2014 12:50,Washing Bars
M09736,7931131,17-05-2014 12:50,Other Dals
M09736,7931131,17-05-2014 12:50,Beans
M09736,7931131,17-05-2014 12:50,Whole Spices
M09736,7931131,17-05-2014 12:50,Other Rice Products
M09736,7931131,17-05-2014 12:50,Whole Spices
M09736,7931131,17-05-2014 12:50,Boiled Rice
M09736,7931131,17-05-2014 12:50,Sugar Cubes
M09736,7931131,17-05-2014 12:50,Sugar
M09736,7931131,17-05-2014 12:50,Urad Dal
M09736,7948600,23-05-2014 23:27,Namkeen
M09736,7948600,23-05-2014 23:27,Sugar Cubes
M09736,7948600,23-05-2014 23:27,Banana
M09736,7948600,23-05-2014 23:27,Ghee
M09736,7948600,23-05-2014 23:27,Liquid Soaps & Bars
M09736,7948600,23-05-2014 23:27,Snacky Nuts
M09736,7948600,23-05-2014 23:27,Other Dals
M09736,7948600,23-05-2014 23:27,Corn Snacks
M09736,7948600,23-05-2014 23:27,Boiled Rice
M09736,7948600,23-05-2014 23:27,Beans
M09736,7948600,23-05-2014 23:27,Root Vegetables
M09736,7948600,23-05-2014 23:27,Raisins
M09736,7948600,23-05-2014 23:27,Beans
M09736,7948600,23-05-2014 23:27,Sugar
M09736,7948600,23-05-2014 23:27,Urad Dal
M09736,7969005,05/07/2014 08:57,Other Vegetables
M09736,7969005,05/07/2014 08:57,Raw Peanuts
M09736,7969005,05/07/2014 08:57,Bread
M09736,7969005,05/07/2014 08:57,Banana
M09736,7980335,05/11/2014 10:52,Snacky Nuts
M09736,7980335,05/11/2014 10:52,Banana
M09736,7980335,05/11/2014 10:52,Other Dals
M09736,7980335,05/11/2014 10:52,Urad Dal
M09736,7980335,05/11/2014 10:52,Sugar Cubes
M09736,7980335,05/11/2014 10:52,Root Vegetables
M09736,7980335,05/11/2014 10:52,Toor Dal
M09736,7980335,05/11/2014 10:52,Boiled Rice
M09736,7980335,05/11/2014 10:52,Other Rice Products
M09736,7980335,05/11/2014 10:52,Sugar
M09736,7998535,23-04-2014 19:21,Banana
M09736,8008269,27-04-2014 08:26,Other Rice Products
M09736,8008269,27-04-2014 08:26,Other Dals
M09736,8008269,27-04-2014 08:26,Other Dals
M09736,8008269,27-04-2014 08:26,Cream Biscuits
M09736,8008269,27-04-2014 08:26,Other Vegetables
M09736,8008269,27-04-2014 08:26,Beans
M09736,8008269,27-04-2014 08:26,Urad Dal
M09736,8008269,27-04-2014 08:26,Sunflower Oils
M09736,8008269,27-04-2014 08:26,Toor Dal
M09736,8008269,27-04-2014 08:26,Root Vegetables
M09736,8008269,27-04-2014 08:26,Instant Noodles
M09736,8008269,27-04-2014 08:26,Banana
M09736,8008269,27-04-2014 08:26,Boiled Rice
M09736,8008269,27-04-2014 08:26,Liquid Soaps & Bars
M09736,8008269,27-04-2014 08:26,Sugar
M09736,8014606,29-04-2014 17:34,Cakes
M09736,8026271,05/04/2014 09:52,Jaggery
M09736,8026271,05/04/2014 09:52,Whole Spices
M09736,8026271,05/04/2014 09:52,Besan
M09736,8026271,05/04/2014 09:52,Namkeen
M09736,8026271,05/04/2014 09:52,Other Vegetables
M09736,8026271,05/04/2014 09:52,Whole Spices
M09736,8026271,05/04/2014 09:52,Cream Biscuits
M09736,8026271,05/04/2014 09:52,Beans
M09736,8026271,05/04/2014 09:52,Whole Spices
M09736,8026271,05/04/2014 09:52,Cakes
M09736,8026271,05/04/2014 09:52,Banana
M09736,8030611,04/08/2014 23:21,Other Rice Products
M09736,8039388,04/12/2014 11:47,Beans
M09736,8039388,04/12/2014 11:47,Sugar Cubes
M09736,8039388,04/12/2014 11:47,Urad Dal
M09736,8039388,04/12/2014 11:47,Sunflower Oils
M09736,8039388,04/12/2014 11:47,Bread
M09736,8039388,04/12/2014 11:47,Eggs
M09736,8039388,04/12/2014 11:47,Root Vegetables
M09736,8039388,04/12/2014 11:47,Other Dals
M09736,8039388,04/12/2014 11:47,Raisins
M09736,8039388,04/12/2014 11:47,Other Vegetables
M09736,8039388,04/12/2014 11:47,Liquid Soaps & Bars
M09736,8039388,04/12/2014 11:47,Snacky Nuts
M09736,8039388,04/12/2014 11:47,Other Vegetables
M09736,8039388,04/12/2014 11:47,Sooji & Rava
M09736,8039388,04/12/2014 11:47,Banana
M09736,8039388,04/12/2014 11:47,Sugar
M09736,8044079,14-04-2014 08:12,Banana
M09736,8044079,14-04-2014 08:12,Boiled Rice
M09736,8052390,18-04-2014 09:37,Cashews
M09736,8052390,18-04-2014 09:37,Whole Spices
M09736,8052390,18-04-2014 09:37,Beans
M09736,8052390,18-04-2014 09:37,Root Vegetables
M09736,8052390,18-04-2014 09:37,Jaggery
M09736,8052390,18-04-2014 09:37,Liquid Soaps & Bars
M09736,8052390,18-04-2014 09:37,Raisins
M09736,8052390,18-04-2014 09:37,Sugar Cubes
M09736,8052390,18-04-2014 09:37,Other Rice Products
M09736,8052390,18-04-2014 09:37,Cakes
M09736,8052390,18-04-2014 09:37,Sugar
M09736,8052390,18-04-2014 09:37,Raisins
M09736,8052390,18-04-2014 09:37,Gourd & Cucumber
M09736,8052390,18-04-2014 09:37,Health Drinks
M09736,8057553,20-04-2014 11:54,Moong Dal
M09736,8057553,20-04-2014 11:54,Moong Dal
M09736,8057553,20-04-2014 11:54,Washing Bars
M09736,8057553,20-04-2014 11:54,Boiled Rice
M09736,8057553,20-04-2014 11:54,Snacky Nuts
M09736,8057553,20-04-2014 11:54,"Shaving Cream, Foam & Gels"
M09736,8057553,20-04-2014 11:54,Sugar Cubes
M09736,8057553,20-04-2014 11:54,Namkeen
M09736,8057553,20-04-2014 11:54,Banana
M09736,8057553,20-04-2014 11:54,Root Vegetables
M09736,8062224,26-03-2014 19:10,Snacky Nuts
M09736,8062224,26-03-2014 19:10,Banana
M09736,8062224,26-03-2014 19:10,Eggs
M09736,8062224,26-03-2014 19:10,Sugar
M09736,8062224,26-03-2014 19:10,Beans
M09736,8062224,26-03-2014 19:10,Other Vegetables
M09736,8062224,26-03-2014 19:10,Liquid Soaps & Bars
M09736,8062224,26-03-2014 19:10,Urad Dal
M09736,8062224,26-03-2014 19:10,Sugar Cubes
M09736,8062224,26-03-2014 19:10,Raisins
M09736,8062224,26-03-2014 19:10,Washing Bars
M09736,8068900,29-03-2014 10:43,Snacky Nuts
M09736,8068900,29-03-2014 10:43,Bread
M09736,8068900,29-03-2014 10:43,Cashews
M09736,8068900,29-03-2014 10:43,Namkeen
M09736,8068900,29-03-2014 10:43,Banana
M09736,8087495,04/05/2014 11:43,Snacky Nuts
M09736,8087495,04/05/2014 11:43,Sugar Cubes
M09736,8087495,04/05/2014 11:43,Soya Products
M09736,8087495,04/05/2014 11:43,Other Vegetables
M09736,8087495,04/05/2014 11:43,Urad Dal
M09736,8087495,04/05/2014 11:43,Cream Biscuits
M09736,8087495,04/05/2014 11:43,Other Dals
M09736,8087495,04/05/2014 11:43,Raisins
M09736,8087495,04/05/2014 11:43,Moong Dal
M09736,8087495,04/05/2014 11:43,Other Rice Products
M09736,8087495,04/05/2014 11:43,Toor Dal
M09736,8087495,04/05/2014 11:43,Beans
M09736,8087495,04/05/2014 11:43,Root Vegetables
M09736,8087495,04/05/2014 11:43,Sugar
M09736,8087495,04/05/2014 11:43,Banana
M09736,8087495,04/05/2014 11:43,Root Vegetables
M09736,8087495,04/05/2014 11:43,Raisins
M09736,8087495,04/05/2014 11:43,Raisins
M09736,8093634,04/07/2014 12:37,Cakes
M09736,8104219,15-03-2014 23:06,Other Vegetables
M09736,8104219,15-03-2014 23:06,Namkeen
M09736,8104219,15-03-2014 23:06,Beans
M09736,8104219,15-03-2014 23:06,Sugar Cubes
M09736,8104219,15-03-2014 23:06,Snacky Nuts
M09736,8104219,15-03-2014 23:06,Beans
M09736,8104219,15-03-2014 23:06,Jaggery
M09736,8104219,15-03-2014 23:06,Other Sweets
M09736,8104219,15-03-2014 23:06,Sugar
M09736,8104219,15-03-2014 23:06,Bread
M09736,8104219,15-03-2014 23:06,Banana
M09736,8104219,15-03-2014 23:06,Root Vegetables
M09736,8116554,21-03-2014 21:16,Brinjals
M09736,8116554,21-03-2014 21:16,Other Dals
M09736,8116554,21-03-2014 21:16,Banana
M09736,8116554,21-03-2014 21:16,Whole Spices
M09736,8116554,21-03-2014 21:16,Beans
M09736,8116554,21-03-2014 21:16,Whole Spices
M09736,8116554,21-03-2014 21:16,Bread
M09736,8116554,21-03-2014 21:16,Other Rice Products
M09736,8116554,21-03-2014 21:16,Boiled Rice
M09736,8116554,21-03-2014 21:16,Root Vegetables
M09736,8116554,21-03-2014 21:16,Almonds
M09736,8116554,21-03-2014 21:16,Snacky Nuts
M09736,8132674,28-02-2014 19:57,Banana
M09736,8132674,28-02-2014 19:57,Beans
M09736,8132674,28-02-2014 19:57,Toor Dal
M09736,8132674,28-02-2014 19:57,Almonds
M09736,8132674,28-02-2014 19:57,Other Dals
M09736,8132674,28-02-2014 19:57,Root Vegetables
M09736,8132674,28-02-2014 19:57,Other Dals
M09736,8132674,28-02-2014 19:57,Sugar Cubes
M09736,8132674,28-02-2014 19:57,Beans
M09736,8132674,28-02-2014 19:57,Boiled Rice
M09736,8132674,28-02-2014 19:57,Sugar
M09736,8132674,28-02-2014 19:57,Other Vegetables
M09736,8132674,28-02-2014 19:57,Other Rice Products
M09736,8132674,28-02-2014 19:57,Snacky Nuts
M09736,8132674,28-02-2014 19:57,Bread
M09736,8132674,28-02-2014 19:57,Eggs
M09736,8132674,28-02-2014 19:57,Namkeen
M09736,8143489,03/04/2014 10:53,Eggs
M09736,8143489,03/04/2014 10:53,Namkeen
M09736,8143489,03/04/2014 10:53,Banana
M09736,8143489,03/04/2014 10:53,Other Dals
M09736,8143489,03/04/2014 10:53,Beans
M09736,8143489,03/04/2014 10:53,Gourd & Cucumber
M09736,8143489,03/04/2014 10:53,Root Vegetables
M09736,8143489,03/04/2014 10:53,Brinjals
M09736,8143489,03/04/2014 10:53,Beans
M09736,8143489,03/04/2014 10:53,Other Vegetables
M09736,8143489,03/04/2014 10:53,Soya Products
M09736,8143489,03/04/2014 10:53,Hair Oil
M09736,8143489,03/04/2014 10:53,Raisins
M09736,8156232,03/09/2014 22:52,Banana
M09736,8156232,03/09/2014 22:52,Sugar Cubes
M09736,8156232,03/09/2014 22:52,Other Dals
M09736,8156232,03/09/2014 22:52,Eggs
M09736,8156232,03/09/2014 22:52,Bread
M09736,8156232,03/09/2014 22:52,Beans
M09736,8156232,03/09/2014 22:52,Namkeen
M09736,8156232,03/09/2014 22:52,Liquid Soaps & Bars
M09736,8156232,03/09/2014 22:52,Cream Biscuits
M09736,8156232,03/09/2014 22:52,Urad Dal
M09736,8156232,03/09/2014 22:52,Ground Coffee
M09736,8156232,03/09/2014 22:52,Boiled Rice
M09736,8156232,03/09/2014 22:52,Whole Spices
M09736,8156232,03/09/2014 22:52,Sugar
M09736,8156232,03/09/2014 22:52,Almonds
M09736,8156232,03/09/2014 22:52,Raisins
M09736,8156232,03/09/2014 22:52,Avalakki / Poha
M09736,8156232,03/09/2014 22:52,Snacky Nuts
M09736,8156232,03/09/2014 22:52,Other Dals
M09736,8166849,15-02-2014 11:28,Other Rice Products
M09736,8166849,15-02-2014 11:28,Root Vegetables
M09736,8166849,15-02-2014 11:28,Raisins
M09736,8166849,15-02-2014 11:28,Banana
M09736,8166849,15-02-2014 11:28,Gourd & Cucumber
M09736,8166849,15-02-2014 11:28,Beans
M09736,8166849,15-02-2014 11:28,Soya Products
M09736,8166849,15-02-2014 11:28,Boiled Rice
M09736,8166849,15-02-2014 11:28,Sugar Cubes
M09736,8166849,15-02-2014 11:28,Raisins
M09736,8166849,15-02-2014 11:28,Other Dals
M09736,8166849,15-02-2014 11:28,Eggs
M09736,8166849,15-02-2014 11:28,Beans
M09736,8166849,15-02-2014 11:28,Root Vegetables
M09736,8166849,15-02-2014 11:28,Liquid Soaps & Bars
M09736,8166849,15-02-2014 11:28,Corn Snacks
M09736,8166849,15-02-2014 11:28,Ghee
M09736,8166849,15-02-2014 11:28,Almonds
M09736,8166849,15-02-2014 11:28,Other Vegetables
M09736,8166849,15-02-2014 11:28,Snacky Nuts
M09736,8181410,21-02-2014 11:58,Shoe Polish
M09736,8181410,21-02-2014 11:58,Eggs
M09736,8181410,21-02-2014 11:58,Washing Bars
M09736,8181410,21-02-2014 11:58,Beans
M09736,8181410,21-02-2014 11:58,Whole Spices
M09736,8181410,21-02-2014 11:58,Raisins
M09736,8181410,21-02-2014 11:58,Sugar
M09736,8181410,21-02-2014 11:58,Urad Dal
M09736,8181410,21-02-2014 11:58,Other Dry Fruits
M09736,8184240,22-02-2014 20:10,Cream Biscuits
M09736,8184240,22-02-2014 20:10,Eggs
M09736,8184240,22-02-2014 20:10,Whole Spices
M09736,8184240,22-02-2014 20:10,Snacky Nuts
M09736,8184240,22-02-2014 20:10,Root Vegetables
M09736,8184240,22-02-2014 20:10,Banana
M09736,8199070,31-01-2014 23:57,Corn Snacks
M09736,8199070,31-01-2014 23:57,Raisins
M09736,8199070,31-01-2014 23:57,Snacky Nuts
M09736,8199070,31-01-2014 23:57,Cashews
M09736,8199070,31-01-2014 23:57,Other Dals
M09736,8199070,31-01-2014 23:57,Bread
M09736,8199070,31-01-2014 23:57,Sugar Cubes
M09736,8199070,31-01-2014 23:57,Beans
M09736,8199070,31-01-2014 23:57,Root Vegetables
M09736,8199070,31-01-2014 23:57,Beans
M09736,8199070,31-01-2014 23:57,Corn Snacks
M09736,8199070,31-01-2014 23:57,Sugar
M09736,8199070,31-01-2014 23:57,Eggs
M09736,8199070,31-01-2014 23:57,Toor Dal
M09736,8199070,31-01-2014 23:57,Banana
M09736,8204275,02/02/2014 17:36,Other Rice Products
M09736,8204275,02/02/2014 17:36,Basmati Rice
M09736,8215927,02/08/2014 09:51,Bread
M09736,8215927,02/08/2014 09:51,Urad Dal
M09736,8215927,02/08/2014 09:51,Beans
M09736,8215927,02/08/2014 09:51,Corn Snacks
M09736,8215927,02/08/2014 09:51,Namkeen
M09736,8215927,02/08/2014 09:51,Banana
M09736,8215927,02/08/2014 09:51,Sugar
M09736,8215927,02/08/2014 09:51,Boiled Rice
M09736,8215927,02/08/2014 09:51,Snacky Nuts
M09736,8215927,02/08/2014 09:51,Other Dals
M09736,8215927,02/08/2014 09:51,Liquid Soaps & Bars
M09736,8215927,02/08/2014 09:51,Whole Spices
M09736,8215927,02/08/2014 09:51,Whole Spices
M09736,8215927,02/08/2014 09:51,Jaggery
M09736,8215927,02/08/2014 09:51,Root Vegetables
M09736,8215927,02/08/2014 09:51,Other Rice Products
M09736,8215927,02/08/2014 09:51,Liquid Soaps & Bars
M09736,8215927,02/08/2014 09:51,Other Vegetables
M09736,8215927,02/08/2014 09:51,Corn Snacks
M09736,8219272,02/08/2014 23:16,Raisins
M09736,8219272,02/08/2014 23:16,Sugar Cubes
M09736,8219272,02/08/2014 23:16,Beans
M09736,8225869,01/12/2014 08:54,Beans
M09736,8225869,01/12/2014 08:54,Snacky Nuts
M09736,8225869,01/12/2014 08:54,Snacky Nuts
M09736,8225869,01/12/2014 08:54,Banana
M09736,8225869,01/12/2014 08:54,Cream Biscuits
M09736,8225869,01/12/2014 08:54,Corn Snacks
M09736,8225869,01/12/2014 08:54,Root Vegetables
M09736,8235993,17-01-2014 12:53,Brinjals
M09736,8235993,17-01-2014 12:53,Gourd & Cucumber
